# Photoabsorption spectrum from real-time propagation
# GPAW version: 19.8.1
# Total time = 44.9700 fs, Time steps = [30.0000] as
# Kick = [1e-05, 0, 0]
# Gaussian folding, Width = 0.0600 eV = 0.002205 Hartree <=> FWHM = 0.141289 eV
#    om (eV)                  S_x                  S_y                  S_z
   15.850000     1.5131308038e-02     0.0000000000e+00     0.0000000000e+00
   15.900000     1.4993187766e-02     0.0000000000e+00     0.0000000000e+00
   15.950000     1.5715085688e-02     0.0000000000e+00     0.0000000000e+00
   16.000000     1.7108101811e-02    -0.0000000000e+00     0.0000000000e+00
   16.050000     1.8111582098e-02    -0.0000000000e+00     0.0000000000e+00
   16.100000     1.7995089133e-02    -0.0000000000e+00     0.0000000000e+00
   16.150000     1.6244308155e-02     0.0000000000e+00     0.0000000000e+00
   16.200000     1.4330573396e-02     0.0000000000e+00     0.0000000000e+00
   16.250000     1.2906034321e-02     0.0000000000e+00    -0.0000000000e+00
   16.300000     1.3697955074e-02     0.0000000000e+00     0.0000000000e+00
   16.350000     1.6082896966e-02    -0.0000000000e+00     0.0000000000e+00
   16.400000     1.7706415502e-02     0.0000000000e+00     0.0000000000e+00
   16.450000     1.8569695188e-02     0.0000000000e+00     0.0000000000e+00
   16.500000     2.0970396401e-02     0.0000000000e+00     0.0000000000e+00
   16.550000     2.5268732540e-02     0.0000000000e+00     0.0000000000e+00
   16.600000     2.6828331352e-02     0.0000000000e+00     0.0000000000e+00
   16.650000     2.3987636215e-02     0.0000000000e+00     0.0000000000e+00
   16.700000     2.0216276624e-02     0.0000000000e+00     0.0000000000e+00
   16.750000     1.7222762091e-02     0.0000000000e+00     0.0000000000e+00
   16.800000     1.4468966395e-02     0.0000000000e+00     0.0000000000e+00
   16.850000     1.3286337999e-02     0.0000000000e+00     0.0000000000e+00
   16.900000     1.3541710941e-02     0.0000000000e+00    -0.0000000000e+00
   16.950000     1.4334961478e-02     0.0000000000e+00    -0.0000000000e+00
   17.000000     1.5144914039e-02     0.0000000000e+00    -0.0000000000e+00
   17.050000     1.4939993467e-02     0.0000000000e+00     0.0000000000e+00
   17.100000     1.3052696411e-02    -0.0000000000e+00    -0.0000000000e+00
   17.150000     1.1465862253e-02    -0.0000000000e+00    -0.0000000000e+00
   17.200000     1.2065612443e-02    -0.0000000000e+00    -0.0000000000e+00
   17.250000     1.3569349904e-02    -0.0000000000e+00    -0.0000000000e+00
   17.300000     1.4122984891e-02     0.0000000000e+00     0.0000000000e+00
   17.350000     1.3501302685e-02     0.0000000000e+00     0.0000000000e+00
   17.400000     1.3238152083e-02     0.0000000000e+00     0.0000000000e+00
   17.450000     1.2645663134e-02     0.0000000000e+00     0.0000000000e+00
   17.500000     1.1302172135e-02    -0.0000000000e+00     0.0000000000e+00
   17.550000     1.0026362685e-02    -0.0000000000e+00    -0.0000000000e+00
   17.600000     1.0353183672e-02     0.0000000000e+00    -0.0000000000e+00
   17.650000     1.1253657058e-02     0.0000000000e+00     0.0000000000e+00
   17.700000     1.1370308855e-02     0.0000000000e+00     0.0000000000e+00
   17.750000     1.1399551217e-02     0.0000000000e+00     0.0000000000e+00
   17.800000     1.0486738091e-02     0.0000000000e+00     0.0000000000e+00
