# Kick = [    1.000000000000e-05,     0.000000000000e+00,     0.000000000000e+00]
#            time            norm                    dmx                    dmy                    dmz
        204.63979805      -2.30371278e-15    -7.252462827174e-04     1.944400012039e-03     3.572632699914e-03
        205.88003925      -2.16493490e-15    -7.180718556539e-04     1.944673701216e-03     3.570873086412e-03
        207.12028045      -1.27675648e-15    -7.176888921441e-04     1.944955817788e-03     3.568920995308e-03
        208.36052165       1.47104551e-15    -7.241268655083e-04     1.945235470547e-03     3.566774795430e-03
        209.60076286      -6.66133815e-16    -7.373725318858e-04     1.945507137267e-03     3.564419193550e-03
        210.84100406      -5.68989300e-16    -7.571874241368e-04     1.945757311024e-03     3.561905903234e-03
        212.08124526      -2.48412402e-15    -7.832183408465e-04     1.945987655785e-03     3.559304339757e-03
        213.32148646      -9.71445147e-17    -8.150978668859e-04     1.946218289831e-03     3.556656729054e-03
        214.56172766      -1.22124533e-15    -8.523946652272e-04     1.946443701408e-03     3.553998186837e-03
        215.80196886      -7.07767178e-16    -8.945405545204e-04     1.946643224266e-03     3.551374620721e-03
        217.04221006      -6.66133815e-16    -9.408702978302e-04     1.946840924703e-03     3.548818549176e-03
        218.28245126      -4.05231404e-15    -9.906886109050e-04     1.947039382782e-03     3.546385489660e-03
        219.52269246      -5.68989300e-16    -1.043418632984e-03     1.947213049850e-03     3.544127937033e-03
        220.76293366      -2.63677968e-16    -1.098427100547e-03     1.947335446684e-03     3.542052623819e-03
        222.00317486       3.09474668e-15    -1.154819614130e-03     1.947414631603e-03     3.540171990742e-03
        223.24341606       1.59594560e-15    -1.211656531413e-03     1.947440215761e-03     3.538557956981e-03
        224.48365726      -1.04083409e-15    -1.268295640007e-03     1.947423413764e-03     3.537250689769e-03
        225.72389846      -6.93889390e-17    -1.324142830403e-03     1.947377519592e-03     3.536212662473e-03
        226.96413966      -2.37310172e-15    -1.378298647458e-03     1.947263155220e-03     3.535439725888e-03
        228.20438086       0.00000000e+00    -1.429923491556e-03     1.947049838155e-03     3.534981151967e-03
        229.44462206       4.71844785e-16    -1.478375731594e-03     1.946797669941e-03     3.534883030522e-03
        230.68486326       1.52655666e-15    -1.522852239768e-03     1.946537574931e-03     3.535192516733e-03
        231.92510446      -8.60422844e-16    -1.562642431733e-03     1.946273481693e-03     3.535921298199e-03
        233.16534566      -3.33066907e-16    -1.597206052105e-03     1.946002204301e-03     3.537036642247e-03
        234.40558686      -8.74300632e-16    -1.625998561057e-03     1.945707055420e-03     3.538482957124e-03
        235.64582806       3.60822483e-16    -1.648530779070e-03     1.945417846250e-03     3.540218898205e-03
        236.88606926       3.67761377e-15    -1.664530621189e-03     1.945108292158e-03     3.542237244898e-03
        238.12631046       2.92821323e-15    -1.673625598630e-03     1.944819386709e-03     3.544516052955e-03
        239.36655166       1.90125693e-15    -1.675620152321e-03     1.944552467012e-03     3.546973148236e-03
        240.60679286      -6.66133815e-16    -1.670629864277e-03     1.944286116681e-03     3.549563609795e-03
        241.84703406       1.47104551e-15    -1.658734893417e-03     1.944029935438e-03     3.552312452887e-03
        243.08727526      -5.82867088e-16    -1.639986684703e-03     1.943779044050e-03     3.555188557488e-03
        244.32751646      -3.81639165e-15    -1.614632712305e-03     1.943510878753e-03     3.558118480608e-03
        245.56775766       1.80411242e-16    -1.583007623276e-03     1.943219955666e-03     3.561049235805e-03
        246.80799886      -1.59594560e-15    -1.545544724014e-03     1.942912253243e-03     3.563914723534e-03
        248.04824007      -2.15105711e-15    -1.502862598467e-03     1.942581610372e-03     3.566636952197e-03
        249.28848127      -1.51267887e-15    -1.455617291279e-03     1.942221679896e-03     3.569180358086e-03
        250.52872247      -3.33066907e-15    -1.404455094384e-03     1.941840883361e-03     3.571541459151e-03
        251.76896367       1.38777878e-17    -1.350141273390e-03     1.941452322385e-03     3.573704880512e-03
        253.00920487      -1.23512311e-15    -1.293547870022e-03     1.941101149437e-03     3.575627581786e-03
        254.24944607       1.94289029e-16    -1.235473860104e-03     1.940793495761e-03     3.577263335327e-03
        255.48968727      -3.05311332e-16    -1.176924916040e-03     1.940535841275e-03     3.578588232507e-03
        256.72992847      -1.06858966e-15    -1.118881585538e-03     1.940326042138e-03     3.579587358245e-03
        257.97016967       3.19189120e-16    -1.062203835102e-03     1.940206250107e-03     3.580239520596e-03
        259.21041087      -2.74780199e-15    -1.007718189119e-03     1.940208036656e-03     3.580552368093e-03
        260.45065207      -9.43689571e-16    -9.564734963918e-04     1.940341100173e-03     3.580525067561e-03
        261.69089327       4.02455846e-16    -9.094848072002e-04     1.940576387290e-03     3.580119418212e-03
        262.93113447      -2.53963517e-15    -8.675172594743e-04     1.940876363824e-03     3.579321001990e-03
        264.17137567       7.91033905e-16    -8.311552912748e-04     1.941249874085e-03     3.578172751388e-03
        265.41161687      -1.22124533e-15    -8.009999602523e-04     1.941720387319e-03     3.576706948185e-03
        266.65185807       4.02455846e-16    -7.777042055168e-04     1.942273094959e-03     3.574963116367e-03
        267.89209927      -3.83026943e-15    -7.618728236771e-04     1.942862820365e-03     3.572983186441e-03
        269.13234047      -9.43689571e-16    -7.538245685548e-04     1.943492413814e-03     3.570740542740e-03
        270.37258167      -3.33066907e-16    -7.537665176658e-04     1.944069664468e-03     3.568211970489e-03
        271.61282287       9.43689571e-16    -7.617224085870e-04     1.944631617985e-03     3.565467613544e-03
        272.85306407      -3.09474668e-15    -7.774315378306e-04     1.945169113264e-03     3.562614437405e-03
        274.09330527       2.22044605e-16    -8.005950505101e-04     1.945693326292e-03     3.559680401007e-03
        275.33354647       1.60982339e-15    -8.308030954396e-04     1.946197798409e-03     3.556715457673e-03
        276.57378767      -4.71844785e-16    -8.674948329794e-04     1.946648295895e-03     3.553753986501e-03
